station_pk,name,x,y,altitude,priority,private,has_measurement,has_warnregion,country,active
K2923,Rottenburg,8622,7838.99964,342,5,0,0,1,Germany,1
K2932,Tuttlingen,8574.00012,8091.00036,648,5,0,0,1,Germany,1
K3018,Zinnowitz,10404,4815.00072,2,5,0,0,1,Germany,1
K315,Strickscheid,7672.5558,6943.2498,470,6,0,0,1,Germany,1
K3362,Bitterfeld,9834.00012,6137.9991,80,5,0,0,1,Germany,1
K3382,Bautzen,10607.99976,6389.99928,207,5,0,0,1,Germany,1
K3384,Meißen,10242,6399.0,225,5,0,0,1,Germany,1
K3404,Sondershausen,9324,6282.0009,201,5,0,0,1,Germany,1
K3406,Bad Frankenhausen,9396,6291.0,130,5,0,0,1,Germany,1
K3414,Rastenberg,9510.00012,6380.99964,200,5,0,0,1,Germany,1
K3822,Eutin,9209.99988,4787.9991,50,5,0,0,1,Germany,1
K3854,Bad Segeberg,9108,4895.99964,49,5,0,0,1,Germany,1
K386,Nastätten,8231.30136,6912.63396,268,4,0,1,1,Germany,1
K3869,Grambeck,9244.60596,5090.499,27,5,0,0,1,Germany,1
K3891,Lüneburg,9155.99988,5256.00036,11,5,0,0,1,Germany,1
K3910,Wolfsburg,9275.99976,5697.0,56,5,0,0,1,Germany,1
K3924,Salzgitter,9114.00012,5922.00018,130,5,0,0,1,Germany,1
K3973,Bad Lauterberg,9174.00024,6137.9991,300,5,0,0,1,Germany,1
K3982,Clausthal-Zellerf.,9119.99988,6048.0,590,5,0,0,1,Germany,1
K4033,Ochsenkopf,9648,7002.00018,1019,5,0,0,1,Germany,1
K4042,Kulmbach,9522,6966.0,330,5,0,0,1,Germany,1
K4054,Schweinfurt,9077.99976,6984.00036,240,5,0,0,1,Germany,1
K4069,Gunzenhausen,9270,7487.9991,413,5,0,0,1,Germany,1
K4071,Schwabach,9365.99976,7380.00072,343,5,0,0,1,Germany,1
K4086,Fürth,9347.99976,7298.99964,313,5,0,0,1,Germany,1
K4087,Erlangen,9360,7227.0009,270,5,0,0,1,Germany,1
K4091,Uffenheim,9084.00024,7272.00018,340,5,0,0,1,Germany,1
K4102,Heidenheim,9047.99988,7739.99928,500,5,0,0,1,Germany,1
K4105,Nördlingen,9180,7641.0,425,5,0,0,1,Germany,1
K4130,Krumbach,9150.00012,7965,520,5,0,0,1,Germany,1
K4138,Isny,9018,8270.99964,712,5,0,0,1,Germany,1
K4140,Oberstaufen,9012.00024,8334.00036,800,5,0,0,1,Germany,1
K4169,Bad Tölz,9558,8217.00018,640,5,0,0,1,Germany,1
K4179,Kreuth,9630,8289,793,5,0,0,1,Germany,1
K4181,Schliersee,9666,8243.99964,780,5,0,0,1,Germany,1
K4185,Mainburg,9648,7749.0,413,5,0,0,1,Germany,1
K419,Olsdorf,7697.5596,7049.9808,305,4,0,1,1,Germany,1
K4244,Lobenstein,9588.58812,6776.72136,500,5,0,0,1,Germany,1
K436,Wiersdorf,7724.67624,7017.165,296,6,0,0,1,Germany,1
K440,Manderscheid,7848.32724,6965.16678,413,4,0,1,1,Germany,1
K4402,Freiberg,10199.99988,6515.99964,380,5,0,0,1,Germany,1
K4408,Bad Gottleuba,10415.99988,6561.0,380,5,0,0,1,Germany,1
K442,Dreis-Brück,7841.999988,6876.00036,470,6,0,0,1,Germany,1
K4420,Greiz,9780.00012,6687.0009,270,5,0,0,1,Germany,1
K4473,Selb,9767.99988,6929.99928,535,5,0,0,1,Germany,1
K4488,Cham,9960.00012,7442.99982,396,5,0,0,1,Germany,1
K4503,Landshut,9767.99988,7812.00018,391,5,0,0,1,Germany,1
K4514,Freyung,10278,7668.0,645,5,0,0,1,Germany,1
K4529,Wasserburg,9797.99976,8073.0,443,5,0,0,1,Germany,1
K4533,Traunstein,9954,8172.0009,596,5,0,0,1,Germany,1
K4535,Bad Reichenhall,10044,8235,455,5,0,0,1,Germany,1
K4536,Berchtesgaden,10085.99976,8297.9991,550,5,0,0,1,Germany,1
K4546,Bayrischzell,9725.99976,8270.99964,805,5,0,0,1,Germany,1
K4570,Brotjacklriegel,10157.99976,7659.00036,1016,5,0,0,1,Germany,1
K463,Blankenrath,8029.73124,7000.8057,417,4,0,1,1,Germany,1
K471,Simmern-Wahlb.,8135.3232,7020.2214,445,4,0,1,1,Germany,1
K481,Wahlbach,8131.88448,7020.027,421,5,0,0,1,Germany,1
K510,Merzkirchen,7727.37588,7250.69016,369,6,0,0,1,Germany,1
K531,Bernkastel-Kues,7943.999976,7064.99928,120,6,0,0,1,Germany,1
K560,Meddersheim,8140.3074,7138.38258,150,6,0,0,1,Germany,1
K562,Wiesweiler,8126.80956,7215.9174,180,6,0,0,1,Germany,1
K568,Bad Kreuznach,8233.56648,7100.90604,100,4,0,1,1,Germany,1
K571,Bingen-Gaulsh.,8266.46868,7044.0003,88,6,0,0,1,Germany,1
K582,Mainz (DLR),8364.00024,7037.99982,153,6,0,0,1,Germany,1
K584,Mainz (ZDF),8355.87936,7037.7363,195,4,0,1,1,Germany,1
K588,Rommersheim,8317.58148,7115.7042,238,6,0,0,1,Germany,1
K597,Nierstein,8397.6696,7087.78836,169,6,0,0,1,Germany,1
K598,Dienheim,8397.7776,7115.7042,202,6,0,0,1,Germany,1
K610,Avelsbach,7812,7155,248,6,0,0,1,Germany,1
K611,Trier-Zewen,7780.73292,7164.3798,132,4,0,1,1,Germany,1
K620,Kanzern,7767.94176,7197.45102,216,6,0,0,1,Germany,1
K621,Wittlich,7869.123,7038.171,197,6,0,0,1,Germany,1
K623,Zeltingen,7929.234,7046.2683,212,6,0,0,1,Germany,1
K630,Dienstweiler,7995.82464,7216.94232,461,6,0,0,1,Germany,1
K642,Niederwörresbach,8040.00006,7146.00036,302,6,0,0,1,Germany,1
K670,Pleisweiler,8284.6836,7499.97738,197,6,0,0,1,Germany,1
K672,Schweighofen,8276.69304,7539.7176,159,6,0,0,1,Germany,1
K685,Alzey,8321.75712,7167.3228,215,4,0,1,1,Germany,1
K695,Eich,8418.25872,7156.6308,89,6,0,0,1,Germany,1
K699,Worms,8411.72616,7233.2568,88,4,0,1,1,Germany,1
K762,Ruppertsecken,8238.06936,7210.7874,461,5,0,1,1,Germany,1
K795,Frankenthal,8406,7263.0,95,6,0,0,1,Germany,1
K862,Morlautern,8194.40784,7305.2766,320,6,0,0,1,Germany,1
K863,Kaiserslautern,8184.97728,7330.92498,270,4,0,1,1,Germany,1
K880,Herxheimweyher,8371.296,7474.626,144,6,0,0,1,Germany,1
K881,Bad Dürkheim,8349.44256,7305.16752,107,4,0,1,1,Germany,1
K882,Steinweiler,8323.77384,7503.435,132,6,0,0,1,Germany,1
K886,Weierhof,8289.2898,7218.6174,194,6,0,0,1,Germany,1
K887,Neustadt/Wst.,8351.2512,7363.899,141,6,0,0,1,Germany,1
K892,Schifferstadt,8404.6536,7343.0712,102,6,0,0,1,Germany,1
K9097,Detmold,8604,5967.0,194,6,0,0,1,Germany,1
K925,Pirmasens,8131.48956,7456.78278,390,4,0,1,1,Germany,1
K963,Lustadt,8383.5612,7429.6224,116,6,0,0,1,Germany,1
K988,Bad Bergzabern,8278.67232,7502.193,252,4,0,1,1,Germany,1
L031,Wahlsburg,8847.38124,6146.0802,176,4,0,1,1,Germany,1
L112,Vasbeck,8604,6272.9991,340,6,0,0,1,Germany,1
L119,Hof Lauterbach,8615.99988,6362.99982,350,6,0,0,1,Germany,1
L121,Twistetal,8608.73832,6299.478,295,4,0,1,1,Germany,1
L217,Burgwald,8573.24844,6463.45656,293,4,0,1,1,Germany,1
L267,Alheim,8892,6453.0,281,6,0,0,1,Germany,1
L282,Oberhone,9000,6389.99928,180,6,0,0,1,Germany,1
L283,Wehretal,9005.99976,6399.0,220,6,0,0,1,Germany,1
L286,Sontra,8973.58248,6447.23064,365,5,0,1,1,Germany,1
L291,Eschwege,9022.9644,6380.95212,170,4,0,1,1,Germany,1
L319,Cölbe,8558.84376,6561.4293,182,5,0,1,1,Germany,1
L340,Gilserberg,8658.00504,6498.5949,340,4,0,1,1,Germany,1
L353,Alsfeld,8730,6615,304,6,0,0,1,Germany,1
L355,Neukirchen-Haup.,8785.90512,6538.12938,500,5,0,1,1,Germany,1
L379,Eichhof,8885.99988,6570.00072,200,6,0,0,1,Germany,1
L411,Dillenburg,8374.37904,6625.11636,314,4,0,1,1,Germany,1
L464,Alsfeld-Eifa,8764.18992,6617.9214,300,4,0,1,1,Germany,1
L511,Löhnberg,8366.06484,6716.31156,230,5,0,1,1,Germany,1
L555,Schotten,8684.22168,6753.942,265,4,0,1,1,Germany,1
L585,Fulda,8875.08,6713.82,242,5,0,1,1,Germany,1
L592,Tann/Rhön,9008.22456,6674.92542,395,4,0,1,1,Germany,1
L602,Runkel-Ennerich,8331.21936,6807.2562,168,4,0,1,1,Germany,1
L635,Bad Nauheim,8550.22932,6827.01912,142,4,0,1,1,Germany,1
L641,Echzell,8604,6804.0,130,6,0,0,1,Germany,1
L678,Schlüchtern,8839.39536,6834.01428,230,4,0,1,1,Germany,1
L722,Waldems,8409.65508,6879.64212,380,4,0,1,1,Germany,1
L771,Gründau,8707.6188,6876.18558,258,4,0,1,1,Germany,1
L821,Wiesbaden-Aur.,8394.0696,6948.64602,263,4,0,1,1,Germany,1
L838,Frankfurt,8489.99988,6975.00072,97,6,0,0,1,Germany,1
L841,Frankfurt-Stadt,8520.98508,6951.47022,124,4,0,1,1,Germany,1
L858,Marköbel,8622,6893.99964,156,6,0,0,1,Germany,1
L886,Darmstadt,8524.04616,7084.31724,162,4,0,1,1,Germany,1
L889,Rossdorf,8562.00024,7101.0,180,6,0,0,1,Germany,1
L894,Schaafheim,8628.16968,7063.46028,155,5,0,1,1,Germany,1
L912,Allmendfeld,8465.99976,7146.00036,90,6,0,0,1,Germany,1
L947,Michelstadt,8643.07764,7198.68276,204,5,0,1,1,Germany,1
L985,Buchhalde,8634.62916,7254.3762,430,6,0,0,1,Germany,1
L988,Beerfelden,8628.43284,7256.68038,450,4,0,1,1,Germany,1
M225,Mühlhausen,9178.137,6368.47704,190,4,0,1,1,Germany,1
M299,Olbersleben,9479.484,6398.49672,160,5,0,1,1,Germany,1
M348,Dachwig,9310.52592,6438.2364,173,4,0,1,1,Germany,1
M405,Moorgrund,9090.56376,6565.1256,283,5,0,1,1,Germany,1
M448,Weimar-Schönd.,9487.51164,6470.307,325,4,0,1,1,Germany,1
M488,Tegkwitz,9843.53472,6492.0636,193,5,0,1,1,Germany,1
M520,Waltershausen,9197.43156,6536.0223,353,4,0,1,1,Germany,1
M552,Jena,9569.88,6520.446,155,4,0,1,1,Germany,1
M620,Kl. Inselsberg,9172.89432,6563.24208,732,5,0,1,1,Germany,1
M721,Schmalkalden,9163.45368,6628.40388,330,4,0,1,1,Germany,1
M732,Martinroda,9317.3526,6623.93808,430,4,0,1,1,Germany,1
M756,Schwarzburg,9429.59844,6672.0294,277,4,0,1,1,Germany,1
M765,Rockendorf,9545.39316,6652.1034,280,5,0,1,1,Germany,1
M772,Schmieritz,9642.1572,6626.8206,340,4,0,1,1,Germany,1
M799,Göttendorf,9747.25128,6663.0627,390,4,0,1,1,Germany,1
M805,Birx,9017.28504,6733.32264,745,5,0,1,1,Germany,1
M927,Veilsdorf,9293.61168,6795.0279,397,4,0,1,1,Germany,1
M965,Bad Lobenstein,9588.58812,6776.72136,500,4,0,1,1,Germany,1
N0101,Balderschwang,9036,8387.99982,1050,7,0,0,1,Germany,1
N0113,Lindau,8904.00024,8343.0,400,7,0,0,1,Germany,1
N0121,Monschau,7650,6732.00018,542,7,0,0,1,Germany,1
N0122,Wangen,8952.00012,8270.99964,588,7,0,0,1,Germany,1
N0136,Bad Schussenried,8880.00012,8100,576,7,0,0,1,Germany,1
N0139,Bad Waldsee,8910,8144.99928,620,7,0,0,1,Germany,1
N0149,Marktredwitz,9762.00012,7020,508,7,0,0,1,Germany,1
N0151,Schleiden,7704.0,6741.00036,572,7,0,0,1,Germany,1
N0153,Warendorf,8285.99976,5967.0,53,7,0,0,1,Germany,1
N0159,Saulgau,8807.99976,8108.99964,640,7,0,0,1,Germany,1
N0171,Ehingen,8897.99976,7947.00018,520,7,0,0,1,Germany,1
N0197,Gottmadingen,8562.00024,8243.99964,430,7,0,0,1,Germany,1
N0214,Blumberg,8472.00024,8181.0,707,7,0,0,1,Germany,1
N0224,Ahlen,8232.00012,6057.00018,70,7,0,0,1,Germany,1
N0226,Düren,7733.99988,6588.0,127,7,0,0,1,Germany,1
N0242,Hindelang,9155.99988,8397.0,930,7,0,0,1,Germany,1
N0253,Immenstadt,9077.99976,8343.0,731,7,0,0,1,Germany,1
N0258,Zell im Wies.,8232.00012,8243.99964,730,7,0,0,1,Germany,1
N0267,Lörrach,8154.00504,8298.01962,309,7,0,0,1,Germany,1
N0273,Leutkirch,9005.99976,8190.00072,655,7,0,0,1,Germany,1
N0283,Heitersheim,8154.0,8162.9991,231,7,0,0,1,Germany,1
N0291,Breisach,8130.00006,8082.00018,192,7,0,0,1,Germany,1
N0304,Erkelenz,7673.999976,6435.00072,99,7,0,0,1,Germany,1
N0311,Gutach,8285.99976,8037.0009,302,7,0,0,1,Germany,1
N0332,Mindelheim,9185.99976,8073.0,607,7,0,0,1,Germany,1
N0352,Gerstetten,9042.00012,7776.0,582,7,0,0,1,Germany,1
N0359,Dischingen,9132.00012,7730.99964,460,7,0,0,1,Germany,1
N0406,Dinkelsbühl,9119.99988,7524.00036,444,7,0,0,1,Germany,1
N0411,Schramberg,8417.99988,7982.99982,502,7,0,0,1,Germany,1
N0429,Viersen,7692.00012,6345,60,7,0,0,1,Germany,1
N0432,Bopfingen,9126,7641.0,497,7,0,0,1,Germany,1
N0447,Straelen,7656.00012,6237.0,45,7,0,0,1,Germany,1
N0462,Vechta,8388,5535,41,7,0,0,1,Germany,1
N0469,Oberkirch,8309.99988,7821.00036,190,7,0,0,1,Germany,1
N0474,Wertingen,9245.99988,7794.00036,430,7,0,0,1,Germany,1
N0477,Achern,8296.79148,7758.86202,138,7,0,0,1,Germany,1
N0505,Füssen,9227.99988,8325.00072,790,7,0,0,1,Germany,1
N0514,Ankum,8237.99988,5643.0,62,7,0,0,1,Germany,1
N0527,Forbach,8375.99976,7739.99928,764,7,0,0,1,Germany,1
N0546,Haselünne,8093.99988,5579.99928,17,7,0,0,1,Germany,1
N0548,Sontra-Tal,8975.99988,6444.00036,242,7,0,0,1,Germany,1
N0554,Ringgau,9029.99988,6444.00036,395,7,0,0,1,Germany,1
N0586,Schwabmünchen,9275.99976,8000.99964,555,7,0,0,1,Germany,1
N0602,Meppen,8028,5562.0,14,7,0,0,1,Germany,1
N0635,Witzenhausen,8910,6282.0009,240,7,0,0,1,Germany,1
N0645,Pöttmes,9396,7785.00072,404,7,0,0,1,Germany,1
N0674,Abensberg,9654.00012,7650.00072,380,7,0,0,1,Germany,1
N0677,Landau/Pfalz,8316,7452.0,150,7,0,0,1,Germany,1
N0680,Germersheim,8417.99988,7442.99982,106,7,0,0,1,Germany,1
N0717,Friesoythe,8232.00012,5391.00036,8,7,0,0,1,Germany,1
N0738,Uplengen,8226,5211.0,14,7,0,0,1,Germany,1
N0751,Thalmässing,9444.00024,7515.00072,417,7,0,0,1,Germany,1
N0753,Greding,9492.00012,7533.0,425,7,0,0,1,Germany,1
N0755,Speyer,8430.00012,7371.0,99,7,0,0,1,Germany,1
N0761,Kraichtal,8550,7506.0,170,7,0,0,1,Germany,1
N0763,Beilngries,9527.99976,7542.00018,370,7,0,0,1,Germany,1
N0765,Leer,8093.99988,5282.99982,4,7,0,0,1,Germany,1
N0775,Riedenburg,9617.99976,7587.0,363,7,0,0,1,Germany,1
N0778,Neustadt/Donau,9635.99976,7632.0009,360,7,0,0,1,Germany,1
N0781,Kelheim,9677.99988,7604.99928,354,7,0,0,1,Germany,1
N1012,Kalbach,8880.00012,6794.99928,405,7,0,0,1,Germany,1
N1026,Loßburg-Wälde,8454.00024,7892.9991,601,7,0,0,1,Germany,1
N1027,Grebenhain,8759.99988,6758.99964,435,7,0,0,1,Germany,1
N1033,Horb,8525.99988,7857.0,389,7,0,0,1,Germany,1
N1038,Albstadt-B.,8615.99988,7973.99964,911,7,0,0,1,Germany,1
N1040,Hemmoor,8694,5022.0,5,7,0,0,1,Germany,1
N1043,Balingen,8597.94876,7950.23208,571,7,0,0,1,Germany,1
N1054,Haigerloch,8586,7892.9991,483,7,0,0,1,Germany,1
N1075,Tübingen,8652.00024,7812.00018,445,7,0,0,1,Germany,1
N1101,Bärnau,9875.99988,7119.00036,610,7,0,0,1,Germany,1
N1107,Neuffen,8784,7803.0,480,7,0,0,1,Germany,1
N1120,Zittau,10734.00012,6534.0,235,7,0,0,1,Germany,1
N1122,Neustadt/Obf.,9780.00012,7172.99982,400,7,0,0,1,Germany,1
N1140,Geislingen,8946,7757.9991,443,7,0,0,1,Germany,1
N1147,Göppingen,8862.00012,7712.99982,361,7,0,0,1,Germany,1
N1150,Rotenburg/Fulda,8904.00024,6488.99964,200,7,0,0,1,Germany,1
N1151,Kemnath,9684,7092.0009,464,7,0,0,1,Germany,1
N1156,Guben,10692,5975.99964,46,7,0,0,1,Germany,1
N1171,Spangenberg,8880.00012,6417.0009,260,7,0,0,1,Germany,1
N1215,Winterbach,8814.00024,7668.0,280,7,0,0,1,Germany,1
N1245,Backnang,8795.99988,7587.0,291,7,0,0,1,Germany,1
N1265,Hohenfels,9666,7452.0,423,7,0,0,1,Germany,1
N1319,Altensteig,8514,7767.0009,586,7,0,0,1,Germany,1
N1323,Frankfurt/Oder,10632.00024,5742.0009,49,7,0,0,1,Germany,1
N1325,Regen,10127.99988,7577.99982,572,7,0,0,1,Germany,1
N1333,Bischofsmais,10109.99988,7604.99928,684,7,0,0,1,Germany,1
N1336,Bad Liebenzell,8544.00024,7686.00036,319,7,0,0,1,Germany,1
N1345,Viechtach,10044,7515.00072,455,7,0,0,1,Germany,1
N1353,Lam,10109.99988,7452.0,620,7,0,0,1,Germany,1
N1354,Renningen,8622,7686.00036,405,7,0,0,1,Germany,1
N1371,Furth im Wald,10020.24468,7396.78284,392,7,0,0,1,Germany,1
N1382,Falkenstein,9894.00024,7506.0,562,7,0,0,1,Germany,1
N1401,Bönnigheim,8669.99988,7542.00018,228,7,0,0,1,Germany,1
N1429,Neukirchen-S.,8766,6524.99928,380,7,0,0,1,Germany,1
N1441,Schwalmstadt,8717.99976,6534.0,225,7,0,0,1,Germany,1
N1461,Sankt Englmar,10019.99988,7560,810,7,0,0,1,Germany,1
N1475,Deggendorf,10062,7650.00072,313,7,0,0,1,Germany,1
N1503,Aalen,9036,7641.0,418,7,0,0,1,Germany,1
N1528,Wüstenrot,8807.99976,7515.00072,485,7,0,0,1,Germany,1
N1542,Eberswalde,10368,5490.00072,45,7,0,0,1,Germany,1
N1551,Künzelsau,8904.00024,7407.00018,241,7,0,0,1,Germany,1
N1613,Crailsheim,9029.99988,7487.9991,417,7,0,0,1,Germany,1
N1622,Blaufelden,8987.99976,7398.0,450,7,0,0,1,Germany,1
N1648,Möckmühl,8766,7398.0,176,7,0,0,1,Germany,1
N1712,Mosbach,8676,7371.0,140,7,0,0,1,Germany,1
N2028,Friedeburg,8256.000024,5157.0,3,7,0,0,1,Germany,1
N2032,Uslar,8867.99988,6119.99928,190,7,0,0,1,Germany,1
N2046,Murnau,9444.00024,8279.99928,622,7,0,0,1,Germany,1
N2048,Kochel,9492.00012,8279.99928,600,7,0,0,1,Germany,1
N2076,Sauerlach,9594,8108.99964,615,7,0,0,1,Germany,1
N2103,Oberammergau,9389.99988,8316,873,7,0,0,1,Germany,1
N2117,Weilheim,9414,8181.0,568,7,0,0,1,Germany,1
N2132,Grünstadt,8340.00012,7254.00036,200,7,0,0,1,Germany,1
N2142,Dachau,9522,7965,483,7,0,0,1,Germany,1
N2147,Starnberg,9486,8100,596,7,0,0,1,Germany,1
N2159,Kirchheimbolanden,8285.99976,7199.99928,230,7,0,0,1,Germany,1
N2171,Wolfhagen,8694,6318.0,310,7,0,0,1,Germany,1
N2173,Pasewalk,10440,5130,10,7,0,0,1,Germany,1
N2193,Landau/Isar,9972,7730.99964,338,7,0,0,1,Germany,1
N2202,Lalling,10116,7650.00072,353,7,0,0,1,Germany,1
N2204,Heppenheim,8507.99988,7209.0,101,7,0,0,1,Germany,1
N2216,Biblis,8430.00012,7190.99964,88,7,0,0,1,Germany,1
N2219,Seeheim-Jug.,8507.99988,7155,132,7,0,0,1,Germany,1
N2221,Geisenhausen,9815.99976,7838.99964,467,7,0,0,1,Germany,1
N2222,Lautertal,8525.99988,7172.99982,198,7,0,0,1,Germany,1
N2228,Friedland,10284.00012,5030.99964,14,7,0,0,1,Germany,1
N2235,Hofgeismar,8777.99988,6210,162,7,0,0,1,Germany,1
N2249,Oppenheim,8412.00012,7101.0,85,7,0,0,1,Germany,1
N2253,Eging,10170,7730.99964,400,7,0,0,1,Germany,1
N2254,Rüsselsheim,8442,7028.99964,87,7,0,0,1,Germany,1
N2271,Schönberg/Ndb.,10199.99988,7650.00072,550,7,0,0,1,Germany,1
N2274,Sankt Oswald,10230.00012,7622.9991,754,7,0,0,1,Germany,1
N2284,Mauth,10289.99988,7622.9991,810,7,0,0,1,Germany,1
N2311,Willebadessen,8652.11076,6165.7362,280,7,0,0,1,Germany,1
N2336,Höxter,8784,6057.00018,93,7,0,0,1,Germany,1
N2361,Ottenstein,8790.00012,5967.0,270,7,0,0,1,Germany,1
N2362,Grimmen,10104.00012,4797.0009,15,7,0,0,1,Germany,1
N2372,Demmin,10098,4904.99928,17,7,0,0,1,Germany,1
N2375,Emmerthal,8790.00012,5931.00036,80,7,0,0,1,Germany,1
N2388,Dorfen,9780.00012,7956.00036,439,7,0,0,1,Germany,1
N2395,Wolgast,10362.00024,4833.0,8,7,0,0,1,Germany,1
N2402,Nieheim,8682.00012,6048.0,230,7,0,0,1,Germany,1
N2412,Wusterhusen,10302.00012,4797.0009,31,7,0,0,1,Germany,1
N2431,Aschau,9839.99988,8226.00036,620,7,0,0,1,Germany,1
N2433,Bad Münder,8807.99976,5840.99964,110,7,0,0,1,Germany,1
N2443,Ruhpolding,9942.00012,8252.99982,753,7,0,0,1,Germany,1
N2446,Saßnitz,10284.00012,4598.99964,4,7,0,0,1,Germany,1
N2457,Bergen/Rügen,10235.99988,4634.99928,75,7,0,0,1,Germany,1
N2475,Stralsund,10104.00012,4698.0,13,7,0,0,1,Germany,1
N2571,Teisendorf,10014.00012,8181.0,500,7,0,0,1,Germany,1
N2575,Bad Sülze,9960.00012,4797.0009,5,7,0,0,1,Germany,1
N2583,Burghausen,10026,8000.99964,413,7,0,0,1,Germany,1
N2603,Bodenkirchen,9864,7865.99964,464,7,0,0,1,Germany,1
N2611,Eggenfelden,10002.00024,7884.0,400,7,0,0,1,Germany,1
N2614,Pfarrkirchen,10055.99988,7865.99964,410,7,0,0,1,Germany,1
N2622,Prerow/Darß,9924.00012,4617.0,1,7,0,0,1,Germany,1
N2626,Graal-Müritz,9815.99976,4725,6,7,0,0,1,Germany,1
N2632,Pocking,10194.00012,7874.99928,321,7,0,0,1,Germany,1
N2704,Waldkirchen,10296,7712.99982,625,7,0,0,1,Germany,1
N272,Demker,9667.76256,5666.1228,36,4,0,1,1,Germany,1
N2781,Bützow,9725.99976,4941.0,10,7,0,0,1,Germany,1
N2813,Bad Doberan,9684,4797.0009,15,7,0,0,1,Germany,1
N2822,Rerik,9582.00012,4797.0009,18,7,0,0,0,Germany,1
N2839,Wismar,9515.99988,4922.9991,26,7,0,0,1,Germany,1
N3001,Schöppingen,8010,5886.0,100,7,0,0,1,Germany,1
N3002,Münchberg,9648,6912.0,545,7,0,0,1,Germany,1
N3003,Gefrees,9617.99976,6975.00072,475,7,0,0,1,Germany,1
N3007,Schwarzenbach,9690.00012,6912.0,532,7,0,0,1,Germany,1
N3029,Oerlinghausen,8514,5957.99982,180,7,0,0,1,Germany,1
N3035,Naila,9612,6840.00072,525,7,0,0,1,Germany,1
N3041,Lichtenfels,9420.00012,6966.0,375,7,0,0,1,Germany,1
N3047,Geroldsgrün,9569.99988,6831.0,646,7,0,0,1,Germany,1
N3049,Emlichheim,7866.0,5607.0009,14,7,0,0,1,Germany,1
N3052,Presseck,9558,6893.99964,620,7,0,0,1,Germany,1
N3053,Steinbach/Wald,9497.99988,6777.0,616,7,0,0,1,Germany,1
N3060,Bad Bentheim,7979.99994,5778.0,45,7,0,0,1,Germany,1
N3114,Coesfeld,7986.000024,5967.0,84,7,0,0,1,Germany,1
N3149,Ebern,9282.00024,6957.0009,285,7,0,0,1,Germany,1
N3206,Sulingen,8574.00012,5570.99964,48,7,0,0,1,Germany,1
N3233,Neumarkt,9515.99988,7407.00018,426,7,0,0,1,Germany,1
N3240,Hoya,8694,5499.00036,18,7,0,0,1,Germany,1
N3254,Ottendorf,10379.99988,6380.99964,273,7,0,0,1,Germany,1
N3257,Pirna,10415.99988,6507.0,123,7,0,0,1,Germany,1
N3264,Bischofswerda,10505.99988,6407.9991,300,7,0,0,1,Germany,1
N3265,Auerbach,9587.99988,7182.0,418,7,0,0,1,Germany,1
N3303,Hersbruck,9504,7290,332,7,0,0,1,Germany,1
N3309,Lauf,9468,7281.00036,333,7,0,0,1,Germany,1
N3312,Altdorf,9492.00012,7352.9991,428,7,0,0,1,Germany,1
N3360,Stadelhofen,9432,7020,476,7,0,0,1,Germany,1
N3420,Forchheim,9378,7172.99982,257,7,0,0,1,Germany,1
N3432,Neustadt/Aisch,9185.99976,7245.00072,320,7,0,0,1,Germany,1
N3462,Riesa,10170,6318.0,140,7,0,0,1,Germany,1
N3504,Haßfurt,9185.99976,7002.00018,239,7,0,0,1,Germany,1
N3533,Torgau,10080,6165.00072,80,7,0,0,1,Germany,1
N3608,Kamenz,10482.00012,6327.00018,157,7,0,0,1,Germany,1
N3666,Elsterwerda,10272.00024,6227.99982,91,7,0,0,1,Germany,1
N3685,Gräfentonna,9264.00024,6444.00036,207,7,0,0,1,Germany,1
N3727,Oberweißenbrunn,8982,6794.99928,630,7,0,0,1,Germany,1
N3729,Bischofsheim,9000,6804.0,465,7,0,0,1,Germany,1
N3754,Hammelburg,8964,6957.0009,184,7,0,0,1,Germany,1
N3778,Burgsinn,8874,6939.0,235,7,0,0,1,Germany,1
N3833,Weibersbrunn,8784,7074.0,470,7,0,0,1,Germany,1
N3924,Weikersheim,8982,7307.99982,370,7,0,0,1,Germany,1
N3951,Wertheim,8838,7146.00036,140,7,0,0,1,Germany,1
N398,Drewitz,9778.8438,5822.70336,80,4,0,1,1,Germany,1
N4002,Mudau,8694,7263.0,470,7,0,0,1,Germany,1
N4005,Amorbach,8724.00024,7209.0,183,7,0,0,1,Germany,1
N4032,Lützelbach,8669.99988,7146.00036,274,7,0,0,1,Germany,1
N4045,Aschaffenburg,8682.00012,7028.99964,110,7,0,0,1,Germany,1
N4068,Gifhorn,9198,5678.99964,51,7,0,0,1,Germany,1
N4070,Dieburg,8585.63388,7075.20852,145,7,0,0,1,Germany,1
N4116,Hanau,8622,6966.0,102,7,0,0,1,Germany,1
N4123,Eibenstock,9936.11628,6733.25298,546,7,0,0,1,Germany,1
N4161,Goslar,9155.99988,5984.99928,266,7,0,0,1,Germany,1
N4162,Zwickau,9887.99976,6650.99964,347,7,0,0,1,Germany,1
N4176,Rottach-Egern,9635.99976,8270.99964,747,7,0,0,1,Germany,1
N4191,Zwönitz,10014.00012,6669.0,500,7,0,0,1,Germany,1
N4241,Neu Anspach,8460,6858.0,375,7,0,0,1,Germany,1
N4242,Wolfenbüttel,9185.99976,5849.99928,88,7,0,0,1,Germany,1
N4248,Rochlitz,10014.00012,6453.0,185,7,0,0,1,Germany,1
N4253,Friedberg,8550,6840.00072,158,7,0,0,1,Germany,1
