station_pk,name,x,y,altitude,priority,private,has_measurement,has_warnregion,country,active
10777,Gelbelsee,9514.40904,7588.0044,539,3,0,1,1,Germany,1
10782,Waldmünchen,9966.17808,7348.91238,498,3,0,1,1,Germany,1
10788,Straubing,9921.51936,7653.1284,350,3,1,1,1,Germany,1
10791,Gr. Arber,10128.31344,7498.96002,1446,3,1,1,1,Germany,1
10796,Zwiesel,10165.85748,7544.8584,612,3,0,1,1,Germany,1
10803,Freiburg,8220.39876,8087.43042,300,3,0,1,1,Germany,1
10805,Lahr,8218.08576,7903.06362,156,2,1,1,1,Germany,1
10815,Freudenstadt,8427.26052,7854.98688,797,3,1,1,1,Germany,1
10818,Klippeneck,8551.75608,8043.1002,973,3,0,1,1,Germany,1
10827,Meßstetten,8637.77844,7998.7446,920,3,0,1,1,Germany,1
10836,Stötten,8951.27328,7740.5166,734,3,1,1,1,Germany,1
10837,Laupheim,8967.47472,7982.4825,538,3,0,1,1,Germany,1
10838,Ulm,8982,7894.8,567,6,0,0,1,Germany,1
10840,Ulm-Mähringen,8971.7796,7861.44312,593,3,0,1,1,Germany,1
10850,Harburg,9254.24136,7672.42908,502,3,0,1,1,Germany,1
10852,Augsburg,9339.12396,7870.28832,463,2,1,1,1,Germany,1
10853,Neuburg/Donau,9435.46212,7716.73662,380,4,0,1,1,Germany,1
10856,Lechfeld,9306.26352,8000.15076,555,3,0,1,1,Germany,1
10857,Landsberg,9329.18184,8058.31308,623,4,0,1,1,Germany,1
10858,Fürstenfeldbruck,9455.99976,7992.0,519,6,0,0,1,Germany,1
10860,Ingolstadt,9553.04532,7715.979,367,3,0,1,1,Germany,1
10863,Weihenstephan,9610.0398,7882.65,470,3,0,1,1,Germany,1
10865,München-Stadt,9555.45192,8011.90278,520,2,0,1,1,Germany,1
10870,München-Flugh.,9652.779,7912.26576,453,1,1,1,1,Germany,1
10872,Gottfrieding,9913.95612,7743.80196,350,3,0,1,1,Germany,1
10875,Mühldorf,9900.85644,7949.30328,405,3,0,1,1,Germany,1
10893,Passau,10247.99976,7785.00072,409,6,0,0,1,Germany,1
10895,Fürstenzell,10207.09944,7805.62062,476,3,1,1,1,Germany,1
10908,Feldberg/S.,8281.37412,8167.55778,1486,3,1,1,1,Germany,1
10929,Konstanz,8708.41872,8274.19428,443,2,1,1,1,Germany,1
10945,Leutkirch-H.,9011.67588,8210.4246,671,3,0,1,1,Germany,1
10946,Kempten,9120.52692,8249.4396,705,2,1,1,1,Germany,1
10948,Oberstdorf,9099.35568,8424.7668,810,3,1,1,1,Germany,1
10954,Altenstadt,9312.02028,8189.54982,739,3,0,1,1,Germany,1
10961,Zugspitze,9354.50064,8412.73128,2960,1,1,1,1,Germany,1
10962,Hohenpeißenberg,9363.90852,8207.49564,977,2,1,1,1,Germany,1
10963,Garmisch-P.,9382.42548,8379.153,719,3,0,1,1,Germany,1
10980,Wendelstein,9725.99976,8262.0,1832,6,0,0,1,Germany,1
10982,Chieming,9914.53644,8162.4564,549,3,0,1,1,Germany,1
11010,Linz-Flugh.,10507.70016,7972.9488,298,3,1,1,0,Austria,1
11035,Wien,11288.29968,7965.7506,195,3,1,1,0,Austria,1
11105,Feldkirch,8859.49992,8493.6006,439,3,1,1,0,Austria,1
11120,Innsbruck-Flugh.,9483.80004,8499.45042,581,3,1,1,0,Austria,1
11144,Zell am See,10006.30008,8463.59928,766,3,1,1,0,Austria,1
11148,St. Michael/Lungau,10304.20008,8589.00024,1094,3,1,1,0,Austria,1
11150,Salzburg-Flugh.,10081.19988,8210.9997,430,3,1,1,0,Austria,1
11190,Eisenstadt,11353.88052,8178.8319,184,3,1,1,0,Austria,1
11213,Villach,10394.60004,8846.24922,495,3,1,1,0,Austria,1
11231,Klagenfurt-Flugh.,10561.39992,8832.90096,448,3,1,1,0,Austria,1
11240,Graz-Flugh.,10958.10012,8643.74922,340,3,1,1,0,Austria,1
11357,St. Wolfgang,10239.09984,8240.25096,537,3,1,1,0,Austria,1
11406,Eger,9860.90004,6983.10018,483,3,1,1,0,Czech. Republic,1
11423,Primda,9964.10016,7198.4997,742,3,1,1,0,Czech. Republic,1
11457,Churanov,10301.50008,7523.10018,1122,3,1,1,0,Czech. Republic,1
11487,Kocelovice,10381.89996,7307.7012,519,3,1,1,0,Czech. Republic,1
11518,Prag-Flugh.,10532.00016,6965.85042,380,3,1,1,0,Czech. Republic,1
11603,Reichenberg,10808.60004,6604.35012,405,3,1,1,0,Czech. Republic,1
11659,Primislau,11074.5,7245.2988,533,3,1,1,0,Czech. Republic,1
11679,Usti,11311.99992,7030.64988,402,3,1,1,0,Czech. Republic,1
11723,Brünn,11408.00004,7477.34922,238,3,1,1,0,Czech. Republic,1
11774,Holleschau,11725.2,7386.89922,224,3,1,1,0,Czech. Republic,1
11782,Ostrau,11922.90012,7182.89964,257,3,1,1,0,Czech. Republic,1
11816,Pressburg,11596.572,8008.092,132,3,1,1,0,Slovakia,1
11934,Poprad,12686.796,7520.256,694,3,1,1,0,Slovakia,1
11968,Kosice,13045.89744,7737.7518,230,3,1,1,0,Slovakia,1
12205,Stettin,10664.20008,5186.5488,1,3,1,1,0,Poland,1
12280,Mikolajki,13171.90032,4973.8509,127,3,1,1,0,Poland,1
12330,Posen,11460.50028,5714.99928,86,3,1,1,0,Poland,1
12375,Warschau,12945.99996,5852.10042,106,3,1,1,0,Poland,1
12400,Zielona Gora,10988.90496,5977.8216,192,3,1,1,0,Poland,1
12424,Breslau,11483.94564,6424.28496,120,3,1,1,0,Poland,1
12465,Lodz,12383.9244,6089.337,187,3,1,1,0,Poland,1
12495,Lublin,13461.50052,6362.99982,238,3,1,1,0,Poland,1
12530,Opole,11868.8004,6681.4497,163,3,1,1,0,Poland,1
12566,Krakau,12526.14024,6978.0204,237,3,1,1,0,Poland,1
12570,Kielce,12849.20028,6582.4488,260,3,1,1,0,Poland,1
12805,Sopron,11376,8270.99964,233,3,1,1,0,Hungary,1
12822,Gyor,11765.99952,8252.99982,116,3,1,1,0,Hungary,1
12830,Veszprem,11868.624,8597.934,280,3,1,1,0,Hungary,1
12843,Budapest,12305.99952,8405.99964,138,3,1,1,0,Hungary,1
12935,Siofok,11898.0,8684.982,107,3,1,1,0,Hungary,1
12982,Szeged,12636,9045,82,3,1,1,0,Hungary,1
13168,Novi Sad,12546,9540.00072,87,3,1,1,0,Serbia,1
13274,Belgrad,12767.328,9828.864,132,3,1,1,0,Serbia,1
13388,Nis,13284,10620.00072,202,3,1,1,0,Serbia,1
13473,Pec,12708.0,10979.99928,498,3,1,1,0,Serbia,1
13481,Pristina,13014,10989,573,3,1,1,0,Serbia,1
13489,Vranje,13290.00048,11043.0,434,3,1,1,0,Serbia,1
13586,Skopje,13183.704,11360.736,238,3,1,1,0,Macedonia,1
13610,Kukes,12750.00048,11322.00018,354,3,1,1,0,Macedonia,1
13615,Tirana,12499.416,11656.062,89,3,1,1,0,Macedonia,1
14014,Ljubljana,10611.9,9062.40042,364,3,1,1,0,Slovenia,1
14026,Maribor,11045.49984,8920.9512,264,3,1,1,0,Slovenia,1
14241,Zagreb,11179.39968,9326.24928,106,3,1,1,0,Croatia,1
14280,Osijek,12082.1004,9448.65,90,3,1,1,0,Croatia,1
14301,Porec,10296,9593.99964,15,3,1,1,0,Croatia,1
14307,Pula,10415.49984,9775.9494,63,3,1,1,0,Croatia,1
14317,Rijeka,10646.22384,9602.33616,85,3,1,1,0,Croatia,1
14442,Knin,11234.49984,10237.95018,255,3,1,1,0,Croatia,1
14444,Split,11268.53316,10508.73102,21,3,1,1,0,Croatia,1
14474,Dubrovnik,11977.2,11036.0988,164,3,1,1,0,Croatia,1
14528,Bihac,11117.99988,9819.00036,250,3,1,1,0,Bosnien-Herzegowina,1
14542,Banja Luka,11598.00012,9837.00018,153,3,1,1,0,Bosnien-Herzegowina,1
14543,Jajce,11615.99976,10071,430,2,1,1,0,Bosnien-Herzegowina,1
14549,Zenica,11844,10142.99982,345,1,1,1,0,Bosnien-Herzegowina,1
14554,Gradacac,12035.99952,9783.0018,136,3,1,1,0,Bosnien-Herzegowina,1
14557,Tuzla,12132.0,9963.0,305,3,1,1,0,Bosnien-Herzegowina,1
14648,Mostar,11808.0,10611,99,1,1,1,0,Bosnien-Herzegowina,1
14650,Ivan Sedlo,11891.99988,10386.00036,970,1,1,1,0,Bosnien-Herzegowina,1
14654,Sarajevo,12035.99952,10331.9982,630,1,1,1,0,Bosnien-Herzegowina,1
14658,Sokolac,12174.00048,10287.0,872,3,1,1,0,Bosnien-Herzegowina,1
15247,Temeswar,13052.898,9303.6006,86,3,1,1,0,Romania,1
15260,Hermannstadt,14072.9004,9293.7024,443,3,1,1,0,Romania,1
15421,Bukarest,14836.60008,9990,95,3,1,1,0,Romania,1
15552,Varna,15462.83808,10685.25108,41,1,1,1,0,Bulgaria,1
15614,Sofia,13817.99988,10989,588,1,1,1,0,Bulgaria,1
16008,Reschenpass,9192.39984,8768.55024,1459,3,1,1,0,Italy,1
16040,Tarvisio,10290.99996,8907.00084,777,3,1,1,0,Italy,1
16084,Piacenza,8902.00008,9769.0482,134,3,1,1,0,Italy,1
16088,Gardasee,9101.259,9492.9624,102,3,1,1,0,Italy,1
16110,Triest,10351.22616,9354.36924,8,3,1,1,0,Italy,1
16138,Ferrara,9580.39776,9819.69912,10,3,1,1,0,Italy,1
16158,Pisa,9142.40016,10431.45,2,3,1,1,0,Italy,1
16206,Grosseto,9381.20004,10936.0503,5,3,1,1,0,Italy,1
16245,Pratica,9881.30016,11525.99976,6,3,1,1,0,Italy,1
16252,Campobasso,10675.8,11575.6506,793,3,1,1,0,Italy,1
16280,Ponza,10064.49984,11927.5497,184,3,1,1,0,Italy,1
16294,Capri,10512.69984,12118.80042,160,3,1,1,0,Italy,1
16325,Marina,11479.20012,12190.80132,2,3,1,1,0,Italy,1
16420,Messina,10997.60004,13392.15012,59,3,1,1,0,Italy,1
16429,Trapani,9896.90004,13546.3509,7,3,1,1,0,Italy,1
16434,Prizzi,10234.10016,13649.6988,1034,3,1,1,0,Italy,1
16550,Capo Bellavista,8896.70016,12457.35072,138,3,1,1,0,Italy,1
16597,Luqa,10613.99988,14661,91,3,1,1,0,Malta,1
16622,Thessaloniki,13669.7004,12135.3012,8,3,1,1,0,Greece,1
16641,Kerkyra,12569.00004,12631.6503,2,3,1,1,0,Greece,1
16648,Larissa,13485.672,12611.106,74,3,1,1,0,Greece,1
16667,Lesbos,14977.29996,12930.8994,3,3,1,1,0,Greece,1
16675,Lamia,13476.89988,13026.7494,144,3,1,1,0,Greece,1
16684,Skyros,14216.6574,12980.05344,27,3,1,1,0,Greece,1
16710,Tripolis,13462.89984,13756.7997,644,3,1,1,0,Greece,1
16716,Athen,13947.00012,13559.5512,28,3,1,1,0,Greece,1
16723,Samos,15089.79996,13666.94964,2,3,1,1,0,Greece,1
16732,Naxos,14534.30016,13985.2494,9,3,1,1,0,Greece,1
16746,Kreta,14092.30044,14834.5506,146,3,1,1,0,Greece,1
16749,Rhodos,15511.752,14362.812,4,3,1,1,0,Greece,1
16754,Heraklion,14465.49984,14938.94988,37,3,1,1,0,Greece,1
17060,Istanbul,15774.00048,11897.99982,48,3,1,1,0,Turkey,1
17128,Ankara,17280,12356.982,953,3,1,1,0,Turkey,1
17219,Izmir,15176.52,13342.104,125,3,1,1,0,Turkey,1
17300,Antalya,16488.18,14094.702,50,3,1,1,0,Turkey,1
17610,Nicosia,17381.99988,15039,224,1,1,1,0,Cyprus,1
26038,Tallinn,14256.99972,1945.04976,44,1,1,1,0,Estonia,1
26063,St. Petersburg,16308.0,1637.982,4,1,1,1,0,Russia,1
26115,Ristna,13343.9004,2202.74964,9,2,1,1,0,Russia,1
26242,Tartu,14926.1004,2557.4994,68,3,1,1,0,Estonia,1
26406,Liepaja,12967.3998,3523.35042,7,3,1,1,0,Latvia,1
26422,Riga,14081.80032,3266.69868,3,3,1,1,0,Latvia,1
26509,Klaipeda,12993.00012,3925.05048,10,3,1,1,0,Latvia,1
26524,Schaulen,13799.20032,3811.19958,106,3,1,1,0,Latvia,1
26629,Kaunas,13980.58452,4382.92512,76,3,1,1,0,Lithuania,1
26730,Wilna,14438.49948,4521.9006,189,3,1,1,0,Lithuania,1
26850,Minsk,15348.70044,4898.5506,234,3,1,1,0,Belarus,1
33008,Brest,13926.89988,5876.9982,146,3,1,1,0,Belarus,1
33041,Gomel,16546.70052,5722.95078,126,3,1,1,0,Belarus,1
33345,Kiew,16404.00048,6804.0,179,3,1,1,0,Ukraine,1
33791,Krivoy Rog,17356.00896,8071.00038,123,3,1,1,0,Ukraine,1
33837,Odessa,16440.012,8946.018,64,3,1,1,0,Ukraine,1
60338,Melilla,4335.99984,14969.9988,47,3,1,1,0,Spain,1
A191,Wagersrott,8929.2546,4500.88704,40,4,0,1,1,Germany,1
A226,Hattstedt,8655.3036,4575.61764,5,4,0,1,1,Germany,1
A338,Brekend. Moor,8854.70652,4627.503,25,6,0,0,1,Germany,1
A351,Erfde,8753.796,4698.594,18,5,0,1,1,Germany,1
A443,Ostenfeld/Rendsb.,8929.86804,4687.6536,14,5,0,1,1,Germany,1
A481,Hohwacht,9242.40564,4687.48836,10,4,0,1,1,Germany,1
A492,Oldenburg i.H.,9319.608,4715.118,0,6,0,0,1,Germany,1
A512,Heide,8671.2714,4768.713,9,6,0,0,1,Germany,1
A653,Padenstedt,8973.24264,4849.74162,15,5,0,1,1,Germany,1
A762,Wittenborn,9081.65772,4901.9526,38,4,0,1,1,Germany,1
A981,Grambek,9244.60596,5090.499,27,4,0,1,1,Germany,1
B006,Hiddensee,10117.58148,4549.5216,1,4,0,1,1,Germany,1
B158,Steinhagen-Neg.,10095.06564,4725.87156,16,4,0,1,1,Germany,1
B258,Tribsees,9996.30576,4824.3276,7,4,0,1,1,Germany,1
B308,Kirchdorf/Poel,9516.29112,4860.2646,12,4,0,1,1,Germany,1
B334,Groß Lüsewitz,9836.5608,4821.45858,40,4,0,1,1,Germany,1
B382,Karlshagen,10376.60616,4803.35562,1,4,0,1,1,Germany,1
B488,Anklam,10326.47292,4945.7574,9,4,0,1,1,Germany,1
B556,Teterow,9920.66508,4989.03624,38,4,0,1,1,Germany,1
B898,Grambow,10574.20584,5192.8074,50,4,0,1,1,Germany,1
C0014,Harsewinkel,8357.99976,5957.99982,119,6,0,0,1,Germany,1
C0015,Steinhagen,8430.00012,5931.00036,122,6,0,0,1,Germany,1
C0073,Bielefeld-Oldentrup,8502.00012,5931.00036,100,6,0,0,1,Germany,1
C720,Hamburg-Neuw.,8962.44696,5142.06522,3,5,0,1,1,Germany,1
E008,Borkum-Flugh.,7812.84888,5076.8694,3,4,0,1,1,Germany,1
E043,Wangerland,8309.15028,5053.89564,8,4,0,1,1,Germany,1
E078,Steinau,8594.46396,5024.9268,1,4,0,1,1,Germany,1
E082,Freiburg/Elbe,8729.4906,4952.97936,2,4,0,1,1,Germany,1
E099,Mittelnkirchen,8858.96316,5102.325,1,4,0,1,1,Germany,1
E254,Worpswede,8634.84732,5251.05396,7,4,0,1,1,Germany,1
E298,Wendisch Evern,9169.344,5284.5534,62,4,0,1,1,Germany,1
E355,Rotenburg/Wümme,8762.21208,5330.45016,32,4,0,1,1,Germany,1
E402,Dörpen,8035.04952,5424.7428,8,5,0,1,1,Germany,1
E426,Großenkneten,8365.31892,5435.8884,42,4,0,1,1,Germany,1
E438,Bassum,8531.34516,5474.02158,40,4,0,1,1,Germany,1
E475,Uelzen,9190.3302,5431.68612,50,4,0,1,1,Germany,1
E482,Hohenzethen,9299.99988,5373.0,79,6,0,0,1,Germany,1
E525,Löningen,8188.67916,5550.31548,22,4,0,1,1,Germany,1
E5307,Ostfries. Küste,7920,4995,0,6,0,0,0,Germany,1
E5311,Lübecker Bucht,9432,4806.0,0,6,0,0,0,Germany,1
E5312,Nördlich Poel,9630,4725,0,6,0,0,0,Germany,1
E5344,Vor Baltrum,8057.99988,5003.99964,0,6,0,0,1,Germany,1
E5407,Plattform Nordsee,8052.00012,4598.99964,0,6,0,0,0,Germany,1
E5408,Vor Wangerooge,8195.999904,4895.99964,0,6,0,0,0,Germany,1
E5409,Vor Elbemündung,8316,4860,0,6,0,0,0,Germany,1
E5411,Vor Kieler Bucht,9257.99976,4581.00036,0,6,0,0,0,Germany,1
E5412,Vor Darß,9857.99988,4598.99964,0,6,0,0,0,Germany,1
E5413,Vor Hiddensee,10080,4554.00036,0,6,0,0,0,Germany,1
E5414,Boddengewässer Ost,10440,4698.0,0,6,0,0,0,Germany,1
E5508,Nordfries. Küste,8280,4482.0,0,6,0,0,0,Germany,1
E5510,Flensburger Förde,9072,4428.0,0,6,0,0,0,Germany,1
E5512,Fehmarnbelt,9468,4536.0,0,6,0,0,0,Germany,1
E626,Alfhausen,8248.28652,5678.11836,65,4,0,1,1,Germany,1
E652,Nienburg,8720.2476,5577.6168,25,4,0,1,1,Germany,1
E653,Wietzen,8669.99988,5552.99982,55,6,0,0,1,Germany,1
E691,Wittingen,9238.70808,5593.0716,71,4,0,1,1,Germany,1
E739,Hameln,8786.58444,5895.8739,77,4,0,1,1,Germany,1
E744,Barsinghausen,8794.75968,5767.308,110,5,0,1,1,Germany,1
E790,Wolfsburg,9248.32008,5726.11248,82,4,0,1,1,Germany,1
E798,Helmstedt,9345.21804,5806.94022,110,5,0,1,1,Germany,1
E818,Bevern,8818.69248,6018.87078,110,4,0,1,1,Germany,1
E839,Moringen,8940.6648,6090.73398,240,4,0,1,1,Germany,1
E864,Seesen,9067.95432,5991.6024,186,4,0,1,1,Germany,1
E871,Liebenburg,9142.76052,5933.98278,187,5,0,1,1,Germany,1
E877,Clausthal,9126,6057.00018,585,6,0,0,1,Germany,1
E897,Bad Harzburg,9205.23744,5993.97678,201,4,0,1,1,Germany,1
E944,Herzberg,9133.35768,6142.29804,238,4,0,1,1,Germany,1
F105,Lenzen,9535.10904,5345.61768,20,4,0,1,1,Germany,1
F143,Wittstock,9898.1658,5299.3224,66,4,0,1,1,Germany,1
F151,Menz,10095.14592,5344.93404,77,4,0,1,1,Germany,1
F263,Zehdenick,10197.64116,5418.16884,51,4,0,1,1,Germany,1
F361,Heckelberg,10383.37272,5537.08278,82,4,0,1,1,Germany,1
F419,Wusterwitz,9859.2102,5744.9196,36,5,0,1,1,Germany,1
F431,Berge,10003.20624,5605.29342,40,4,0,1,1,Germany,1
F475,Müncheberg,10484.36136,5660.5014,63,4,0,1,1,Germany,1
F695,Coschen,10701.15948,5929.64064,40,4,0,1,1,Germany,1
F707,Langenlipsdorf,10111.59432,5984.63856,91,4,0,1,1,Germany,1
F742,Lübben,10396.69164,5979.5874,57,4,0,1,1,Germany,1
F951,Klettwitz,10398.45888,6180.0786,128,4,0,1,1,Germany,1
G002,Berlin-Buch,10260.774,5599.2924,60,4,0,1,1,Germany,1
G005,Berlin-Marzahn,10281.51864,5645.835,60,5,0,1,1,Germany,1
G006,Berlin-Kanisw.,10343.10744,5721.82164,33,4,0,1,1,Germany,1
H012,Rahden-Varl,8492.60664,5699.0952,42,4,0,1,1,Germany,1
H058,Steinfurt,8043.01056,5876.70822,70,6,0,0,1,Germany,1
H075,Habichtswald,8232.0012,5822.9982,130,6,0,0,1,Germany,1
H174,Bielefeld-Deppendorf,8444.457,5901.4359,105,4,0,1,1,Germany,1
H203,Kleve,7594.33716,6068.92932,46,4,0,1,1,Germany,1
H247,Lüdinghausen,8106.94908,6066.18558,59,4,0,1,1,Germany,1
H361,Beckum,8298,6092.99982,120,6,0,0,1,Germany,1
H377,Lippstadt,8421.96168,6137.98236,92,4,0,1,1,Germany,1
H401,Geldern-Walbeck,7648.6554,6213.08988,40,4,0,1,1,Germany,1
H411,Borken,7879.02012,6008.67018,48,4,0,1,1,Germany,1
H419,Duisburg-Baerl,7812.53856,6205.3155,25,4,0,1,1,Germany,1
H432,Bochum,8017.09704,6221.4048,101,4,0,1,1,Germany,1
H443,Waltrop,8065.72404,6157.74582,68,5,0,1,1,Germany,1
H522,Tönisvorst,7719.9606,6323.50638,37,4,0,1,1,Germany,1
H542,Gevelsberg,8042.79564,6300.23562,205,5,0,1,1,Germany,1
H547,Buchenhofen,7957.9206,6358.60368,130,5,0,1,1,Germany,1
H572,Arnsberg-Neheim,8272.08072,6229.77318,159,4,0,1,1,Germany,1
H579,Eslohe,8336.25972,6342.8373,325,5,0,1,1,Germany,1
H591,Brilon,8513.92836,6256.2834,457,4,0,1,1,Germany,1
H606,Heinsberg,7597.47096,6457.7358,57,4,0,1,1,Germany,1
H612,Reichshof,8170.50492,6485.0571,348,4,0,1,1,Germany,1
H642,Remscheid-Lenn.,8010.22068,6382.90098,345,4,0,1,1,Germany,1
H658,Meinerzhagen,8146.38852,6431.4945,380,5,0,1,1,Germany,1
H678,Lennestadt,8292.67056,6407.95158,286,4,0,1,1,Germany,1
H744,Köln-Stammheim,7912.0278,6485.65056,43,4,0,1,1,Germany,1
H795,Bad Berleburg,8412.46092,6488.78148,610,4,0,1,1,Germany,1
H827,Nideggen,7712.54568,6655.8402,370,4,0,1,1,Germany,1
H862,Neunkirchen-Seel.,8053.70256,6563.943,195,4,0,1,1,Germany,1
H883,Siegen,8278.78104,6559.17372,263,4,0,1,1,Germany,1
H932,Weilerswist,7844.75388,6635.5902,146,4,0,1,1,Germany,1
H981,Kall-Sistig,7749.44028,6749.1414,505,4,0,1,1,Germany,1
J702,Perl-Nennig,7696.9602,7270.77438,152,4,0,1,1,Germany,1
J728,Weiskirchen,7852.30236,7261.18344,380,4,0,1,1,Germany,1
J815,Neunkirchen,8002.12392,7374.87558,236,4,0,1,1,Germany,1
J908,Saarbrücken-B.,7896.64824,7430.0976,190,4,0,1,1,Germany,1
K017,Hilgenroth,8154.9918,6621.98544,295,4,0,1,1,Germany,1
K038,Bad Neuenahr,7950.72132,6731.3376,111,4,0,1,1,Germany,1
K040,Esch,7931.21328,6719.60556,268,6,0,0,1,Germany,1
K057,Hümmerich,8094.19716,6714.79956,328,5,0,1,1,Germany,1
K100,Klein-Altendorf,7914.000096,6687.0009,150,6,0,0,1,Germany,1
K101,Steinborn,7784.64324,6982.5024,529,6,0,0,1,Germany,1
K1060,Aurich,8088.000012,5157.0,4,5,0,0,1,Germany,1
K1083,Borkum,7830,5092.2,5,5,0,0,0,Germany,1
K1115,Gelsenkirchen,7956.0,6210,44,5,0,0,1,Germany,1
K1170,Solingen,7950.00006,6399.0,209,5,0,0,1,Germany,1
K1171,Leverkusen,7912.8,6469.2,44,5,0,0,1,Germany,1
K1188,Duisburg,7824.000096,6227.99982,21,5,0,0,1,Germany,1
K1407,Wyk/Föhr,8484.00012,4482.0,1,5,0,0,1,Germany,1
K1445,Heide/Holstein,8676,4742.99982,12,5,0,0,1,Germany,1
K1481,Elsfleth,8447.99976,5273.99964,1,5,0,0,1,Germany,1
K1484,Glückstadt,8795.99988,4968.0,2,5,0,0,1,Germany,1
K1489,Buchholz/Nordh.,8975.99988,5211.0,77,5,0,0,1,Germany,1
K1511,Cloppenburg,8304.00012,5481.0,42,5,0,0,1,Germany,1
K1514,Melle,8406,5832.0,72,5,0,0,1,Germany,1
K1524,Herford,8525.99988,5867.9991,77,5,0,0,1,Germany,1
K1546,Hildesheim,8982,5840.99964,117,5,0,0,1,Germany,1
K1550,Holzminden,8807.99976,6039.00036,128,5,0,0,1,Germany,1
K1579,Melsungen,8838,6407.9991,190,5,0,0,1,Germany,1
K1584,Arolsen,8658,6272.9991,220,5,0,0,1,Germany,1
K1585,Arnsberg,8304.00012,6272.9991,218,5,0,0,1,Germany,1
K1586,Willingen,8496,6318.0,580,5,0,0,1,Germany,1
K1596,Frankenberg,8574.00012,6453.0,290,5,0,0,1,Germany,1
K1599,Bad Berleburg-Tal,8412.46092,6488.78148,445,5,0,0,1,Germany,1
K169,Grenzau,8155.28016,6775.70616,300,5,0,0,1,Germany,1
K191,Westerburg,8260.99632,6735.2094,355,5,0,0,1,Germany,1
K210,Schneifelforsthaus,7709.95404,6858.64098,657,4,0,1,1,Germany,1
K2107,Völklingen,7872.00012,7416.00036,220,5,0,0,1,Germany,1
K2204,Jülich,7709.99994,6524.99928,91,5,0,0,1,Germany,1
K2221,Köln Bot.Garten,7908.000012,6497.99982,45,5,0,0,1,Germany,1
K2226,Euskirchen,7841.999988,6669.0,176,5,0,0,1,Germany,1
K2247,Neuwied-W.,8076.000024,6777.0,121,5,0,0,1,Germany,1
K2269,Bad Bertrich,7926.00012,6984.00036,160,5,0,0,1,Germany,1
K2270,Daun,7860.00006,6912.0,430,5,0,0,1,Germany,1
K2286,Wolfstein,8142.00012,7245.00072,200,5,0,0,1,Germany,1
K2290,Pirmasens-Tal,8130.00006,7442.99982,280,5,0,0,1,Germany,1
K2301,Offenburg,8262,7847.99982,155,5,0,0,1,Germany,1
K2309,Kehl,8213.999976,7785.00072,137,5,0,0,1,Germany,1
K2360,Schauinsland,8249.99994,8144.99928,1205,5,0,0,1,Germany,1
K250,Mayen,8002.62684,6845.4666,275,5,0,0,1,Germany,1
K2588,Bad Schwalbach,8304.00012,6947.9991,320,5,0,0,1,Germany,1
K2611,Marburg,8562.00024,6579.00036,195,5,0,0,1,Germany,1
K2613,Mainz,8375.99976,7028.99964,125,5,0,0,1,Germany,1
K2637,Gelnhausen,8705.99988,6912.0,155,5,0,0,1,Germany,1
K2646,Limburg,8304.00012,6794.99928,185,5,0,0,1,Germany,1
K2649,Königstein/Ts.,8454.00024,6920.99964,388,5,0,0,1,Germany,1
K2671,Lohr,8862.00012,7011.00036,161,5,0,0,1,Germany,1
K268,Münstermaifeld,8047.00836,6882.3432,178,6,0,0,1,Germany,1
K2688,Bad Bergzabern-Tal,8280,7497.0009,180,5,0,0,1,Germany,1
K2689,Heilbronn,8724.00024,7479.0,167,5,0,0,1,Germany,1
K2693,Heidelberg,8520.00012,7334.99928,110,5,0,0,1,Germany,1
K2696,Philippsburg,8442,7425,100,5,0,0,1,Germany,1
K2701,Baden Baden,8370,7686.00036,218,5,0,0,1,Germany,1
K2706,Bad Herrenalb,8442,7668.0,351,5,0,0,1,Germany,1
K2714,Ludwigsburg,8712,7614.0,287,5,0,0,1,Germany,1
K2718,Kirchheim,8790.00012,7739.99928,289,5,0,0,1,Germany,1
K2719,Welzheim,8867.99988,7622.9991,510,5,0,0,1,Germany,1
K2721,Murrhardt,8844.00012,7577.99982,344,5,0,0,1,Germany,1
K2724,Schwäbisch Hall,8910,7497.0009,387,5,0,0,1,Germany,1
K2727,Schwäb. Gmünd,8928,7677.00018,415,5,0,0,1,Germany,1
K2729,Laichingen,8892,7830,747,5,0,0,1,Germany,1
K2735,Schonach,8352,8027.9991,904,5,0,0,1,Germany,1
K2761,Bonndorf,8406,8199.00036,876,5,0,0,1,Germany,1
K2765,Biberach,8928,8037.0009,534,5,0,0,1,Germany,1
K2767,Titisee,8340.00012,8154.0,860,5,0,0,1,Germany,1
K2778,Waldshut,8363.99016,8306.9847,330,5,0,0,1,Germany,1
K2780,Donaueschingen,8460,8127.0,677,5,0,0,1,Germany,1
K2787,Überlingen,8700.00012,8226.00036,440,5,0,0,1,Germany,1
K2796,Lindenberg/A.,8957.99988,8316,760,5,0,0,1,Germany,1
K2798,Stockach,8652.00024,8181.0,475,5,0,0,1,Germany,1
K282,Montabaur,8210.20356,6783.33798,253,4,0,1,1,Germany,1
K2832,Tauberbischofsheim,8885.99988,7227.0009,179,5,0,0,1,Germany,1
K2868,Reutlingen,8705.99988,7830,360,5,0,0,1,Germany,1
K2890,Rastatt,8345.99988,7632.0009,116,5,0,0,1,Germany,1
K2913,Böblingen,8627.99976,7730.99964,445,5,0,0,1,Germany,1
K2920,Herrenberg,8597.99988,7776.0,431,5,0,0,1,Germany,1
